id,uuid,campaign_id,user_id,ticket_number,is_winning,created_at,updated_at
47,7b45f376-0d2d-4704-8e2d-9880e220d52a,4,3,521883,false,2026-01-28T06:27:21.094Z,2026-01-28T06:27:21.094Z
48,313fdef3-49fe-4e5c-b9ba-f6c6c56ac0bc,4,1,172013,false,2026-01-28T06:27:21.094Z,2026-01-28T06:27:21.094Z
49,37d642c2-58cf-474f-bb42-2c97ffd6f5e3,4,2,538973,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
50,911067c3-59b8-48a6-8e76-f43a8b7e5a6f,4,3,875637,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
51,413c225f-7119-46c4-9a69-d51ee6062fa8,4,1,954254,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
52,7d73f1ff-de43-4a45-bdd4-4036ed17ffdb,4,2,502583,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
53,64574172-7805-41db-b5fa-1cca2492f28f,4,3,233201,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
54,ccce5e3e-d1f1-4a04-9870-d70f583ae919,4,1,589947,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
55,697f623c-99c7-4856-9ab3-7b4bbfc48012,4,2,368962,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
56,318f30c4-a1b2-42ab-98ec-313d25952754,4,3,804414,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
57,2c154995-47d5-485e-861f-0ce70f297a76,4,1,884917,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
58,90915509-8298-4019-825f-bd6e060057e3,4,2,185969,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
59,06e7386c-1749-4c74-a0ab-cf3d91547b71,4,3,063022,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
60,af24ed3a-c76c-4504-b202-a84260bb5c30,4,1,388326,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
61,d6fdc8ed-158d-4eef-a751-99a3cbd3e5dd,4,2,448822,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
62,28a5f402-9d8d-46f3-b8bc-df44574b847c,4,3,047727,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
63,44f257af-7424-40ef-bb9b-1eb9e0429959,4,1,743306,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
64,a5054ff4-dae1-47be-9fde-0d7d122148c0,4,2,936049,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
65,8d857da1-7ad0-4d79-8fbc-fb91f2df4c0f,4,3,956275,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
66,44d8eb75-ba92-4748-b731-4542c3841c08,4,1,832018,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
67,72c83358-0d45-468d-9d72-aa159b97888e,4,2,838325,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
68,271b63c6-32bb-4663-b62b-d777ae671a41,4,3,245591,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
69,2ee47149-ab33-42aa-b505-e13a4704135e,4,1,827996,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
70,25cb4f49-57aa-4369-88e3-a4f354b3a2bd,4,2,429903,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
71,66a45ed9-c32c-46d8-8e8f-39221a2264e0,4,3,278590,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
72,cace57e7-de1a-4505-9737-c5343400ea2c,4,1,682313,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
73,9970a48d-4f4a-4aca-89e6-d44ee6181315,4,2,394899,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
74,0bf95496-780e-49c5-96fa-8ecdf1a57d50,4,3,683493,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
75,b2b57667-6b5b-4b1a-a6f2-a956ef70c6f8,4,1,654553,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
76,c48b6b7f-1b3d-492c-b0a9-5eca95fa6584,4,2,661319,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
77,f4c2a499-c85e-4574-908c-449306aadff2,4,3,425395,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
78,a037fd94-7095-461e-9264-6a0c5a7e40ba,4,1,557064,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
79,92c1dcd4-0e46-410d-a5ae-2de72b68c177,4,2,906250,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
80,8d09e4db-33c7-491a-84f7-24fd42051be4,4,3,445752,false,2026-01-28T06:27:21.095Z,2026-01-28T06:27:21.095Z
81,484e1f9d-4912-44eb-9a52-41f8476c609e,4,1,793406,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
82,6f20607f-5c90-4258-b20d-d569b9243867,4,2,110468,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
83,276a65cc-37cd-4735-9960-c62f249cbcf5,4,3,594813,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
84,493ac155-d1e3-4a28-a3a7-e8e9b2820327,4,1,573254,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
85,79b1c875-3cf7-40dc-8132-537576f185ff,4,2,083036,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
86,cc853bc0-f096-48cc-b223-e0df9ddd0628,4,3,418077,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
87,6b0089d3-f297-41f6-a2be-5dbd9fb4665e,4,1,228630,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
88,527ff69e-144a-45d4-b60e-92be2046b17f,4,2,465998,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
89,fce42dc5-d2df-408a-8653-c65c57da5bfc,4,3,672833,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
90,097a024e-6b51-4a1f-b442-0a595a598a24,4,1,381171,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
91,633efdb6-73be-4090-97fe-1814814a8773,4,2,781324,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
92,74815d4f-ccfc-4b10-af1b-ff15208d87b5,4,3,973888,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
93,d3b5cf2c-0253-49a6-ae25-5ffca1d498ed,4,1,732064,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
94,ca2aef77-7c3b-4636-af42-e6866a417bc9,4,2,071736,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
95,fd2ebfb4-2407-474c-aceb-5a849f26114e,4,3,799963,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
96,e012a2ba-c2dd-4a24-8ff8-72c0859abf80,4,1,425964,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
97,f0653b03-10fc-4182-9e94-7fb8b86be984,4,2,851995,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
98,545b75fa-23eb-4642-8cd2-6a7ae251dcc5,4,3,719132,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
99,8b964843-27e0-4e56-830f-f095cff71233,4,1,036611,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
100,349320af-c31d-4477-ac9e-34d1d284ba4a,4,2,391112,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
101,6ade2a95-a56f-42bf-a792-d4b937244636,4,3,090962,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
102,5510d10d-1dc2-41b4-8656-f37d4319e38c,4,1,478675,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
103,40b53f27-fdfa-4c67-a96b-e33ec5c3283b,4,2,222885,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
104,94b0fe27-7ffd-41c2-a4e5-651367ec944e,4,3,259877,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
105,d4ccbb21-39d6-4db3-876e-cb2cf7683db4,4,1,028073,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
106,53b294a0-6971-4e7d-887f-38c0de06a79e,4,2,372107,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
107,53b5aea0-a8a8-4414-a4b7-dda6616a7df9,4,3,948494,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
108,b909e8e9-795e-4b72-8b7f-5388371b2eea,4,1,670209,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
109,f6c8edce-d8d9-4cc5-955b-a814cce6159e,4,2,328494,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
110,832cd70c-7313-46cf-a057-368222fcc79a,4,3,415561,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
111,1627386e-632b-4382-ae44-6ae54468f72d,4,1,299952,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
112,5cb63cbb-a1ed-49ce-ac9a-8b473178acd3,4,2,301311,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
113,c9af645b-8b95-452c-b91e-3d010e96cb83,4,3,280672,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
114,effae5c0-a7fd-448f-9468-12cd238e4e3d,4,1,014558,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
115,8f380eed-0b09-4635-8103-8fa3260eb13c,4,2,310327,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
116,06d6ea99-07bf-4939-9c4d-85b287d5bb37,4,3,047396,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
117,1330bd39-5b11-4225-9c21-0029825bf70b,4,1,467667,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
118,237dd844-d0fd-4deb-8832-ee93f5749f9f,4,2,368717,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
119,2ab9d99e-7773-4cc9-9d4d-5b547d26b56d,4,3,317581,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
120,7dc5224a-92a0-4cb8-bd92-e97c6d6010c1,4,1,545590,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
121,6bed7c2f-d994-4d78-be30-79b1ede97621,4,2,118465,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
122,cb530159-c4ea-4c23-a59c-bafd942ce9f2,4,3,009022,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
123,a103814e-de57-4005-aa62-e1545efa2e05,4,1,852704,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
124,1c2dfaff-4dfc-4e41-9010-54e49bdd1b9c,4,2,273763,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
125,0d4ce8a0-3fc5-4be7-b6aa-ff772637d834,4,3,197463,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
126,91f58952-de11-4fb5-bdd7-481368702b12,4,1,439774,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
127,c5ed5180-f886-439d-abc1-7d51c3ca6267,4,2,070679,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
128,48fe90a8-9f03-4e73-8722-0cfd9ac2c8b8,4,3,851620,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
129,af1aaf1b-c891-44a5-891a-c07b1b1e5ec4,4,1,115970,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
130,92239793-af7f-44ce-8926-41cb1eb0207a,4,2,538989,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
131,5ba67224-4b3c-449e-aa4c-f511192e8dbd,4,3,426656,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
132,433e1a6c-1ead-4115-b157-ab98baf0b7c0,4,1,473676,false,2026-01-28T06:27:21.096Z,2026-01-28T06:27:21.096Z
133,7451d375-c7aa-4cd7-9b7a-1ea659e32176,4,2,663466,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
134,b2c9b632-ca34-4ec7-b9d4-ab359947c1c0,4,3,788293,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
135,c4b07656-55f8-4d06-a0d7-c3516eb1d859,4,1,840515,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
136,93073c07-4568-49c8-a5b0-2d03aa210a11,4,2,685471,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
137,edb83e90-d73c-4d97-828d-edd4b67b7764,4,3,727552,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
138,00762463-d751-4998-a188-c9d4a9e7346f,4,1,890314,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
139,55ec7bac-a97f-4eae-97e5-77d31aa97e7d,4,2,296324,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
140,5b1fa767-d32c-403a-876e-4e0828ecb18b,4,3,552525,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
141,2ead9df0-84f8-470d-9064-5a48b0897575,4,1,254724,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
142,7dc70693-435a-481e-993c-f1086989c86b,4,2,677605,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
143,b60cf698-ef69-461b-a74f-743792e26578,4,3,209774,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
144,6a706d54-ed5d-4ae5-9da4-08b48e95c5c9,4,1,065593,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
145,78fd7281-b711-459f-9e3e-4e31bf87fac8,4,2,920965,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
146,fcd6b857-16f8-4c2a-ad3a-3dc4451f0bf9,4,3,774403,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
147,5d3bf468-f92f-4274-9b90-fd47b6d36536,4,1,097579,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
148,d1c983fa-7364-4061-bbc0-96febf5b05ca,4,2,068389,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
149,345ae480-b791-403f-b399-c1d230860267,4,3,555626,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
150,41fe4bf2-f4e4-4c7a-a6ad-82d787816156,4,1,371104,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
151,ff7970a5-c8f8-4cfa-a510-5afdc1e3837d,4,2,306240,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
152,2230890a-44d7-4e4e-8349-c7cceeae99ca,4,3,101807,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
153,efd2c047-d46b-4500-bc6f-27057df3d9a9,4,1,512459,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
154,88251f81-3935-4698-bf65-4e6de2f27e7f,4,2,150613,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
155,285dd472-f822-42e2-9ed3-3e08764b69df,4,3,738336,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
156,d598cf53-4e76-41f3-94ae-2d5fb59660bd,4,1,188266,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
157,7a548219-d175-4fc3-89ba-23e7d644f90f,4,2,973473,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
158,abb4af72-ee65-4a6c-b19d-5d9063e846ea,4,3,930961,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
159,92c670e9-796d-4a6e-b450-c9634243f611,4,1,160949,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
160,0b30e655-2c81-4513-912d-f1ce366f99a4,4,2,515450,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
161,8c95141c-3c5c-4403-a7ee-af9297cdb111,4,3,924262,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
162,df7644c7-7210-4034-96b4-388c60f0f4cd,4,1,771465,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
163,4d12f72f-ec5f-45bd-b62f-3374953b4e5f,4,2,716997,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
164,cf1b73b0-1651-4282-b56a-36ce83a20a10,4,3,854089,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
165,242be326-0aac-4de7-b7b7-091201856ba6,4,1,406517,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
166,2f4237c3-e4d1-41d7-addc-cf03abdc76cd,4,2,953853,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
167,cc1bd004-2c08-473c-af6b-858feac57018,4,3,151597,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
168,d0d619dc-e2df-40ef-a389-5baf91d12202,4,1,504511,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
169,8f4e712b-c3c1-4095-aaa0-26d9b3885ef2,4,2,748189,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
170,df385e28-6439-4c7b-a909-7ef3a3a00de9,4,3,975121,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
171,e7b00ecd-4301-43f4-87cb-87fbd90cb942,4,1,653648,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
172,0f0b9967-0e67-4d28-9c87-da9e9941a51d,4,2,487019,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
173,ea833f97-4a42-4795-ada3-4adf0f461411,4,3,758105,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
174,cdc4aabe-5834-44ee-ac7c-360aea59aa20,4,1,660509,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
175,22b1a804-b512-44db-bdec-d757474963c7,4,2,848598,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
176,1e25bc96-3087-4a83-a95e-aebd769a72d0,4,3,007032,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
177,1d371b62-601b-48ca-84ac-78a485b2ab49,4,1,665557,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
178,1d3569c0-5038-47d5-a5b8-d00d0b33f533,4,2,160266,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
179,22758d3e-bbc7-46aa-bde0-014f0b08c839,4,3,886779,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
180,c84c30b1-0515-42a7-8908-239e69a771c1,4,1,668969,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
181,0d1180ec-caa3-4ca4-a09a-1a33e649ca85,4,2,392375,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
182,889d6dae-8efb-4434-bded-03320e65b50b,4,3,608422,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
183,ce7142a3-4a29-475e-8a70-782114c1885f,4,1,968826,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
184,9a463dc6-55bc-4671-9e44-d46a1c7b2c56,4,2,485364,false,2026-01-28T06:27:21.097Z,2026-01-28T06:27:21.097Z
185,9a9cacf0-ff30-4752-9418-8a83db3e7593,4,3,581384,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
186,c122f746-623c-4fcf-8a0a-2d00068297b6,4,1,085276,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
187,0a3effa8-6764-4bdc-a44c-ca0d8b0edd02,4,2,921991,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
188,6d21bc2e-7ce6-4c55-8ac5-fa0be6cf4937,4,3,935706,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
189,29594b53-e519-4646-b420-3787d2ef0146,4,1,987675,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
190,4c176498-ee1a-44c8-b44f-e9a82d5228d9,4,2,866439,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
191,c2bcd76b-022e-4aa8-a9ad-3f9ebfc9dc3c,4,3,093683,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
192,7034bd7f-d312-433e-8cdd-d81ca856b257,4,1,742591,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
193,409db80e-ebd9-4a1b-ba42-21ff765b665f,4,2,659089,false,2026-01-28T06:27:21.098Z,2026-01-28T06:27:21.098Z
